node_id,firing_rate
1,4.559107180854405
2,0.26328930533504574
3,0.6077106397524016
5,0.27968247265261537
7,1.0233270018456295
8,0.8973396008296947
9,1.2872865478245252
11,0.6020336063593584
12,0.4509624767704065
13,0.9096281529971069
14,1.154943009727392
15,1.8871016577510444
16,3.2704532129294637
17,1.3670751699143917
18,0.9134056213958961
19,0.5856132905864805
20,0.6688390358526609
21,0.8558271593488966
22,0.47611207489363055
23,1.6359308490901519
24,0.4249570933558361
25,0.3603958614576958
26,0.8124401812858991
27,1.9564293873350154
28,0.7175716938926958
29,2.0383529392323774
31,0.5293123577382003
32,1.7548471357350555
33,1.424170854152798
34,0.6778389561935115
35,0.5815158794755539
36,0.6136147099482011
37,0.6099680005762772
38,0.3904994750787866
40,1.8646949398089399
41,1.4650205835589478
42,1.3525819364713758
44,0.5221158610109646
45,0.8612519976003663
47,1.1517933766222057
49,1.1029002819575928
50,0.7174449039536774
51,2.7805590021526987
52,0.5231174294987273
53,0.8526813910906876
56,2.4078465029360183
57,3.720025777890024
58,0.64516994471061
59,0.7145156604477915
60,0.5507770447914426
61,1.2894002926658548
62,0.20900210755410953
63,0.5071127630046782
64,0.5361377544441869
65,0.797785035738191
66,2.0922010414997834
67,0.5018741374029004
68,0.8067135320746449
69,0.9456297372526381
70,1.778250134107289
71,0.8351541493476956
72,0.17266556226576862
74,1.630908082872955
75,1.3258573861770748
76,1.3647702925928404
77,1.2960069650048485
78,0.9629652991534798
80,0.3308486975725543
84,0.837365259101125
85,1.5431973329255269
87,1.5521262145237
89,1.5634357647049772
92,1.6214552098177328
93,1.6584064097543239
94,3.0522554431954823
95,1.047853264623456
96,1.5161873300780815
99,1.950248097767235
100,1.1436236058049447
101,3.0622684867876733
103,0.5392072550002818
104,10.48206196315975
105,1.7825365691618034
106,1.557928901935744
107,1.378388113190323
108,0.6201124329696104
110,1.6558204505504304
112,0.48662528772018754
114,0.8041307353279539
115,0.26019007707577463
117,0.381820872814506
118,0.533570204800325
120,5.866182642065554
121,2.2627073424740414
122,0.512441206169506
123,0.6046296396941463
124,0.5872274747995057
125,1.020311784415607
126,1.612197076792508
127,4.840969898172256
128,1.152849765652591
129,0.4548553076247204
130,0.3402664207193811
132,0.33266264698157766
133,1.2359952674729717
134,0.23111851655632737
135,0.3144371401041604
136,0.42626586888066703
138,2.4455200921712223
139,2.4294453540024064
140,0.6347855177863015
141,1.336894368926479
142,1.9391273314861073
143,1.501505569919535
147,0.7165285657100188
148,1.546239794901274
149,1.1437059801301144
151,0.9026339507848697
152,2.9042051891417233
153,1.2218834047074907
154,1.8905954648849184
155,0.6552492442065498
156,1.9724809835209007
157,2.320640792194769
158,1.0286944428927707
